uid,source,label,diacritic,sentence,original,translation,gloss,simple,Arg. Str.,ellipsis,filler-gap,control/raising,island effects,NPI/NCI,verbal agr.,binding,morphology,nominal structure,quantifier,category,acceptability
1750,ChatGPT,0,,彼は決して何もの問題も解決しなかった。,,,,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1541,ChatGPT,0,,信也は彩がどのようにして彼の計画を妨げたのか悲しんでいるの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1506,ChatGPT,0,,どんな歌を彼がその詩を書いた理由を知っているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
2433,ChatGPT,1,,彼は家でリラックスしている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
553,ChatGPT,0,,トレーニングをサボりし損じました。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
46,ChatGPT,1,g,誰も私の提案を採用しなかった。,誰も私の提案を採用しなかった。,Nobody adopted my proposal.',no-one my proposal-ACC adopt-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
632,ChatGPT,0,,宿題が熱心に取り組まれ忘れられた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
744,ChatGPT,1,,真理は彼女の新しいレシピを試した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
273,ChatGPT,1,*,彼が昔住んでいた家は川のそばの静かな場所だった。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
1919,ChatGPT,0,,彼がメッセージに送った。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
789,ChatGPT,0,,信二は自分の家族に感謝の気持ちをそ伝えた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
445,ChatGPT,1,,彼女はパンを焼き始めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
563,ChatGPT,0,,会議が時間通りに始まられ終わった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
2397,ChatGPT,1,,彼は電車で通学する。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2001,ChatGPT,0,,彼女は泳ぐ上手いだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1573,ChatGPT,1,,猫がどこで寝るか犬は気にしない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
1490,ChatGPT,0,,彼女は柔らかいです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1701,ChatGPT,1,,彼の文章は流暢だが、彼女のは不自然だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
2292,ChatGPT,1,,彼は一日に6時間の勉強をする。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
121,ChatGPT,1,g,学校には全く生徒がいなかった。,学校には全く生徒がいなかった。,There were absolutely no students at school.',School-DAT is absolutely students-NOM exist-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
172,ChatGPT,0,*,私たちは全然どの計画も立てなかった。,私たちは全然どの計画も立てなかった。,We didn't make any plan at all.,We-TOP at all any plan-ACC make-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1396,ChatGPT,0,,私が同僚をお導きになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
645,ChatGPT,0,,パズルが巧妙に組み立てられ壊された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1805,ChatGPT,0,,誰が彼女にこの話をしたか情報は古い。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1361,ChatGPT,1,,高橋さんが上司をお迎えになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1878,ChatGPT,0,,彼は走る速いです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
372,ChatGPT,0,*,私が今朝食べたパンはおいしいが、友達が食べたはまずい。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
617,ChatGPT,0,,ピザが熱々に焼かれ冷めた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
540,ChatGPT,1,,彼は新しいプロジェクトに取り組むのを計画している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1684,ChatGPT,1,,このアプリのインターフェースは使いやすいが、あのアプリのは複雑だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
2604,ChatGPT,0,,彼女に作られるケーキを食べる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
821,ChatGPT,0,,優子は自分の感情をと大切にした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
2036,ChatGPT,1,,私の家は大きいです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1454,ChatGPT,0,,この声は塩辛いです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2495,ChatGPT,1,,猫が窓辺で日向ぼっこをしている。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
17,ChatGPT,1,g,彼らはめったに宿題をしない。,彼らはめったに宿題をしない。,‘They rarely do their homework.’,they-TOP seldom homework-ACC do-NEG-NONPAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1654,ChatGPT,0,,鳥が作るどこに巣か庭の主は興味がある。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
1840,ChatGPT,0,,彼女が読んでいるのは丸いの小説だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1030,ChatGPT,0,,彼女が持っているのはバッグを2つ帽子だ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1368,ChatGPT,1,,永井さんがチームをお導きになった。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2140,ChatGPT,1,,先週終えた本は思わず涙が出た。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1195,ChatGPT,0,,彼女は静かにが考えている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1126,ChatGPT,1,,彼女は笑いをこらえた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
706,ChatGPT,1,,綾香は彼女のガーデンを手入れした。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
212,ChatGPT,0,*,訪れた街が美しかったのはどこですか？,,,,False,False,True,True,False,True,False,False,False,False,False,False,ellipsis,unacceptable
215,ChatGPT,0,*,試したゲームが面白かったのはどのタイトルですか？,,,,False,False,True,True,False,True,False,False,False,False,False,False,ellipsis,unacceptable
2168,ChatGPT,1,,このアプリの使い勝手は良くて便利だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
873,ChatGPT,0,,恵美は自分の選択にが自信を持った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1883,ChatGPT,0,,彼女は勉強する賢い。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1253,ChatGPT,0,,彼女は勉強にを集中している。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
2272,ChatGPT,1,,正志は自分の家庭菜園を大切にしている。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
934,ChatGPT,1,,彼女は一日に10ページの日記を書く。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2122,ChatGPT,1,,最近出会った人はとても魅力的だった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1212,ChatGPT,0,,この本は読み応えがのある。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1140,ChatGPT,1,,彼は驚きのあまり立ち尽くした。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
467,ChatGPT,1,,彼女は休暇を取ることを選んだ。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
5,ChatGPT,1,g,この問題には誰も答えられなかった。,この問題には誰も答えられなかった。,No one could answer this question.',this problem to-TOP anyone answer-can-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2483,ChatGPT,1,,彼女は猫に餌をやった。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1185,ChatGPT,0,,彼はギターをを弾いている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
2229,ChatGPT,1,,恵は彼女の友人に手紙を送った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
2633,ChatGPT,0,,花を見る彼女に植えられた。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
2264,ChatGPT,1,,隆は自分の夢に向かって努力している。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
482,ChatGPT,1,,彼らは議論を始めることを選んだ。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
593,ChatGPT,0,,絵が巧妙に描かれ消された。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
561,ChatGPT,0,,食事がきちんと作られ消えた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1254,ChatGPT,0,,子供たちは遊びたがってのいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
433,ChatGPT,0,*,彼女はこの暑いより涼しい場所で休憩した。,,,,False,False,True,True,False,False,False,False,False,False,False,False,filler-gap,unacceptable
1282,ChatGPT,0,,彼は考えをの変えた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
2412,ChatGPT,1,,彼はベッドで本を読んでいる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
2294,ChatGPT,1,,彼女は一週間に三度美術館を訪れる。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1027,ChatGPT,0,,彼は車を3台家を買った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1897,ChatGPT,0,,彼女は歌を歌う上手。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1347,ChatGPT,1,,子供たちはもう寝ましたよ。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
743,ChatGPT,1,,達郎は自分の車で旅行に出た。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
403,ChatGPT,0,*,私が昨日読んだ記事は有益だが、姉が読んだはつまらない。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,unacceptable
2588,ChatGPT,0,,花を植える彼女に見られる庭。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
1874,ChatGPT,0,,彼女はきれいなです。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
786,ChatGPT,0,,哲也は自分の健康をこ気遣った。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1044,ChatGPT,0,,彼女が選んだのはドレスを二着スカートだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1688,ChatGPT,1,,彼女の管理スタイルは柔軟だが、彼のは厳格だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
1059,ChatGPT,0,,彼が集めたのはCDを30枚DVDだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1078,ChatGPT,0,,犬がボールを四台追いかけた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1534,ChatGPT,0,,裕美は昭和がいつ彼女の絵を批判したのか落胆しているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1889,ChatGPT,0,,私は走る速いだろう。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
2318,ChatGPT,1,,彼は一週間に二度ジムに行く。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1576,ChatGPT,1,,先生がどんな質問をするか生徒は予想できない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
1710,ChatGPT,1,,彼女の写真は芸術的だが、彼のは技術的だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
1040,ChatGPT,0,,彼が持っているのはペンを10本ノートだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
1697,ChatGPT,1,,私の解答は簡潔だが、同僚のは長ったらしい。,,,,False,False,True,False,False,False,False,False,False,False,True,False,nominal structure,acceptable
2100,ChatGPT,1,,食べたケーキが美味しかったのはどの店ですか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
510,ChatGPT,1,,彼女は新しいアート展に参加するのを計画している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1315,ChatGPT,1,,彼女が上司に報告書をお渡しした。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
2562,ChatGPT,0,,悪事から足の洗い方について話される。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
309,ChatGPT,1,*,彼女は彼に手作りのケーキを焼くと約束した。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
2153,ChatGPT,1,,昨日飲んだワインは特別な味わいがあった。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
901,ChatGPT,1,,彼はそのビデオゲームを全くやらない。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
2132,ChatGPT,1,,先月買った服はたくさん着ている。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
761,ChatGPT,1,,昌也は自分のレストランをオープンさせた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
72,ChatGPT,1,g,私たちは全く休まなかった。,私たちは全く休まなかった。,We did not rest at all.',we-TOP at-all rest-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1103,ChatGPT,1,,この花は枯れかけている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
133,ChatGPT,0,*,彼女は全く誰も映画を見なかった。,彼女は全く誰も映画を見なかった。,She didn't watch movies at all.',She-TOP at all who-MO movie-ACC watch-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1696,ChatGPT,1,,彼女の仕事は効率的だが、彼のは非効率的だ。,,,,False,False,True,False,False,False,False,False,False,False,True,False,ellipsis,acceptable
1786,ChatGPT,0,,どのように彼が解決したか問題は複雑すぎる。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
303,ChatGPT,1,*,彼は彼女に贈り物を選ぶと言った。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
1273,ChatGPT,0,,彼は本をが読んでいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
2012,ChatGPT,0,,彼は上手な歌う。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
186,ChatGPT,0,*,私は決して彼の何も冗談を信じない。,私は決して彼の何も冗談を信じない。,I never believe any of his jokes.,I-TOP never his what-MO joke-ACC believe-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
2347,ChatGPT,1,,その子は猫をなでている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1402,ChatGPT,0,,通行人が警察官をお導きになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1481,ChatGPT,0,,彼女は不安です。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1502,ChatGPT,0,,彼は拡大しています。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
551,ChatGPT,0,,プロジェクトが遅れし損じました。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
1127,ChatGPT,1,,この花は咲き始めた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
2102,ChatGPT,1,,学んだ言語が難しかったのはどの国の言語ですか？,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
2477,ChatGPT,1,,私たちは週末に旅行に行く。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
167,ChatGPT,0,*,彼女は全然何も試さなかった。,彼女は全然何も試さなかった。,She didn't try nothing at all.,She-TOP at all nothing-ACC try-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1305,ChatGPT,1,,田中さんが取引先に見積もりをご提出しました。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
382,ChatGPT,0,*,私が昨日選んだ服はおしゃれだが、弟が選んだはださい。,,,,False,False,True,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
2296,ChatGPT,1,,その店にはジャケットが50着展示されている。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1866,ChatGPT,0,,この本は重いだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
737,ChatGPT,1,,裕太は自分の釣り具を整理した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
55,ChatGPT,1,g,誰もその理論を支持しなかった。,誰もその理論を支持しなかった。,Nobody supported that theory.',no-one that theory-ACC support-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2298,ChatGPT,1,,彼は週末に4時間テニスをする。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1168,ChatGPT,1,,彼女は仕事に熱心だ。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
342,ChatGPT,0,*,彼は映画を見なかったが、彼女は兄が推薦するを見た。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
2038,ChatGPT,1,,その花は綺麗です。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
440,ChatGPT,1,,学生たちは授業に集中し続けた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2359,ChatGPT,1,,その子は絵を描いている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
2348,ChatGPT,1,,彼女は庭の手入れをしている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1870,ChatGPT,0,,明日は雨が降るかもしれないだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
620,ChatGPT,0,,鳥が軽快に飛ばれ捕まった。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
993,ChatGPT,0,,彼女が歌を4台踊った。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
229,ChatGPT,1,*,着たドレスが褒められたのはどのデザイナーの作品ですか？,,,,False,False,True,True,False,True,False,False,False,False,False,False,ellipsis,acceptable
2396,ChatGPT,1,,彼女は毎晩本を読む。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2521,ChatGPT,0,,犬は彼に飼われる。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
828,ChatGPT,0,,一郎は彼の父親の仕事をと尊敬した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
818,ChatGPT,0,,哲也は彼の計画をだ実行に移した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
2161,ChatGPT,1,,昨日のディナーは特別な料理で彼を驚かせた。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
2377,ChatGPT,1,,子供たちは学校に行く。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2458,ChatGPT,1,,彼女は日記に書いた。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,acceptable
1530,ChatGPT,0,,美紀は幸夫がどこで彼女の日記を読んだのかショックを受けているの？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
2386,ChatGPT,1,,彼女は早く走ることができる。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
923,ChatGPT,1,,彼はその木に3つの鳥の巣を見つけた。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
836,ChatGPT,0,,千佳は彼女の趣味をを楽しんだ。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
680,ChatGPT,1,,真理子は彼女の部屋を片付けた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
261,ChatGPT,1,*,彼女が最近手に入れた絵は地元の芸術家によるものだ。,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,acceptable
125,ChatGPT,1,g,私はめったに昼食を食べない。,私はめったに昼食を食べない。,I rarely eat lunch.',I-TOP seldom lunch-ACC eat-NEG Present,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
2339,ChatGPT,1,,彼はカフェでコーヒーを飲んでいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,acceptable
1551,ChatGPT,1,,彼女がどんな服を着ていたか覚えている人は少ない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
1413,ChatGPT,0,,彼が彼女をお助けになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1851,ChatGPT,0,,その映画は新しいの歴史だ。,,,,False,False,False,False,False,False,False,False,False,False,True,False,nominal structure,unacceptable
1293,ChatGPT,1,,彼女が上司に日程調整をお願いしました。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
810,ChatGPT,0,,友美は彼女の旅行計画をり立てた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
496,ChatGPT,1,,子供たちは新しいアクティビティを始めるのを希望している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2015,ChatGPT,0,,彼は料理が上手いだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1249,ChatGPT,0,,犬がの尾を振っている。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1281,ChatGPT,0,,彼女は急いでの走った。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
352,ChatGPT,0,*,彼は仕事をしなかったが、彼女は同僚が終えるをした。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
803,ChatGPT,0,,賢治は自分の趣味にて没頭した。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,unacceptable
1335,ChatGPT,1,,彼が先輩に助言を求めておりた。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
1651,ChatGPT,0,,先生がするどんな試験か生徒は予想している。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,unacceptable
317,ChatGPT,1,*,彼女は姉に電話すると決めた。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,acceptable
1248,ChatGPT,0,,この花は咲きそうにだ。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
1906,ChatGPT,0,,子供たちが公園に遊んだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
532,ChatGPT,1,,彼は新しいプロジェクトを進めるのを計画している。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
455,ChatGPT,1,,学生は試験を受けるのを恐れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
1514,ChatGPT,0,,どの映画を彼がどのシーンを好きか聞いたことがありますか？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
1228,ChatGPT,0,,彼は本をに読み始めた。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
690,ChatGPT,1,,隆司は彼の仕事を辞めた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
341,ChatGPT,0,*,私は絵を描かなかったが、彼は妹が好むを描いた。,,,,False,False,True,False,False,False,False,False,False,False,False,False,ellipsis,unacceptable
1564,ChatGPT,1,,佐藤さんがどの映画を見たか知っている人はいない。,,,,False,False,False,False,False,True,False,False,False,False,False,False,island effects,acceptable
914,ChatGPT,1,,その店にはドレスが50着ある。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1513,ChatGPT,0,,どの本を彼がどのページを読んだか知っていますか？,,,,False,False,False,True,False,True,False,False,False,False,False,False,filler-gap,unacceptable
613,ChatGPT,0,,水が澄んで流れ濁った。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
586,ChatGPT,0,,詩が感動的に読まれ捨てられた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
446,ChatGPT,1,,彼は雑誌を読み続けた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2152,ChatGPT,1,,最近試した新しい運動は体に良い影響を与えている。,,,,False,False,False,True,False,False,False,False,False,False,False,False,filler-gap,acceptable
1272,ChatGPT,0,,彼女はお茶をが飲んでいる。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
8,ChatGPT,1,g,私はほとんどお酒を飲まない。,私はほとんどお酒を飲まない。,I hardly drink alcohol.',I-TOP almost alcohol-ACC drink-NEG-NONPAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,acceptable
1918,ChatGPT,0,,彼女が川に泳いだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
662,ChatGPT,0,,鉛筆が鋭く削られ折れた。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,unacceptable
748,ChatGPT,1,,麻衣子は彼女の旅行記を書いた。,,,,False,False,False,False,False,False,False,False,True,False,False,False,binding,acceptable
997,ChatGPT,0,,魚が水を5人泳いだ。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,unacceptable
522,ChatGPT,1,,彼女は新しい言葉を学ぶのを楽しんでいる。,,,,False,False,False,False,True,False,False,False,False,False,False,False,control/raising,acceptable
2563,ChatGPT,0,,水がひまわりに与えにくさについて話される。,,,,False,True,False,False,False,False,False,False,False,False,False,False,Arg. Str.,unacceptable
2399,ChatGPT,1,,彼女はお花が好きだ。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
2070,ChatGPT,1,,彼女はよく旅行します。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,acceptable
1404,ChatGPT,0,,小学生が先生をお助けになる。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
2285,ChatGPT,1,,彼女は毎日5キロを走る。,,,,False,False,False,False,False,False,False,False,False,False,False,True,quantifier,acceptable
1303,ChatGPT,1,,彼が先輩にプロジェクトのアドバイスをお聞きしました。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,acceptable
157,ChatGPT,0,*,彼は決して何もの仕事を全然完了しなかった。,彼は決して何もの仕事を全然完了しなかった。,He never finished no work at all.,He-TOP never no work-ACC at all finish-NEG-PAST,False,False,False,False,False,False,True,False,False,False,False,False,NPI/NCI,unacceptable
1998,ChatGPT,0,,彼は頭がいいだろう。,,,,True,False,False,False,False,False,False,False,False,False,False,False,simple,unacceptable
1430,ChatGPT,0,,そのコンピュータは忙しいです。,,,,False,False,False,False,False,False,False,True,False,False,False,False,verbal agr.,unacceptable
1203,ChatGPT,0,,彼は新しい仕事を見つけようとに努力している。,,,,False,False,False,False,False,False,False,False,False,True,False,False,morphology,unacceptable
